feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
K01686,treatmentOrder,high,1.004756526,0.198167331,95,95,3.94E-06,0.000579485
K01389,treatmentOrder,medium,2.676617247,0.51936139,95,92,3.98E-06,0.000583301
K03332,treatmentOrder,high,2.128011189,0.416147525,95,95,4.00E-06,0.000583301
K03891,treatmentOrder,medium,2.104901539,0.428863299,95,95,4.26E-06,0.000619428
K19211,treatmentOrder,medium,2.239691315,0.421043331,95,16,4.29E-06,0.000623015
K03890,treatmentOrder,medium,2.10332873,0.428981975,95,95,4.34E-06,0.000628028
K14063,treatmentOrder,medium,2.25548306,0.440710578,95,95,4.36E-06,0.00062881
K03889,treatmentOrder,medium,2.10204069,0.429013001,95,95,4.40E-06,0.000632549
K08776,treatmentOrder,high,-3.822379089,0.751709818,95,47,4.51E-06,0.00064607
K00032,treatmentOrder,high,1.910070765,0.377335439,95,95,4.57E-06,0.000652493
K05826,treatmentOrder,high,-4.118620051,0.816552526,95,53,4.58E-06,0.000652493
K11648,treatmentOrder,high,-4.161963692,0.823292288,95,76,4.73E-06,0.0006719
K09118,treatmentOrder,medium,1.646596597,0.337405571,95,95,4.76E-06,0.000673317
K00423,treatmentOrder,high,-2.700837053,0.538546464,95,94,5.07E-06,0.00071561
K01625,treatmentOrder,high,0.420313832,0.083694132,95,95,5.29E-06,0.000743839
K03337,treatmentOrder,high,1.081450492,0.210871089,95,95,5.31E-06,0.000744499
K07177,treatmentOrder,medium,2.032742065,0.419049264,95,95,5.34E-06,0.000747388
K14379,treatmentOrder,medium,2.864459148,0.56403041,95,95,5.37E-06,0.00074803
K07654,treatmentOrder,medium,2.070370653,0.427258359,95,95,5.45E-06,0.00075367
K12503,treatmentOrder,medium,2.05404917,0.423836429,95,95,5.44E-06,0.00075367
K18073,treatmentOrder,medium,2.167905611,0.417612317,95,95,5.44E-06,0.00075367
K02486,treatmentOrder,low,2.757330103,0.537345642,95,56,5.52E-06,0.000756395
K07151,treatmentOrder,high,-3.543951458,0.731944756,95,47,5.54E-06,0.000756395
K07662,treatmentOrder,high,1.168344406,0.23287367,95,95,5.50E-06,0.000756395
K16650,treatmentOrder,medium,2.067764991,0.427064066,95,95,5.54E-06,0.000756395
K04093,treatmentOrder,high,1.372406353,0.267003963,95,95,5.68E-06,0.000769166
K09009,treatmentOrder,medium,2.059227062,0.425819025,95,95,5.67E-06,0.000769166
K09958,treatmentOrder,high,0.859959999,0.168456971,95,95,5.68E-06,0.000769166
K13626,treatmentOrder,high,-1.717563037,0.346552424,95,95,5.71E-06,0.000770003
K06235,treatmentOrder,medium,2.889069587,0.571704226,95,95,5.73E-06,0.000771667
K07768,treatmentOrder,medium,2.079759179,0.430645262,95,95,5.82E-06,0.000776235
K17883,treatmentOrder,medium,2.231321168,0.462010416,95,95,5.81E-06,0.000776235
K18234,treatmentOrder,high,1.011570043,0.201281507,95,95,5.80E-06,0.000776235
K06605,treatmentOrder,high,1.424164194,0.295068951,95,95,5.88E-06,0.000782804
K07442,treatmentOrder,medium,2.077633231,0.43060772,95,95,5.92E-06,0.000783474
K19222,treatmentOrder,medium,-1.35060509,0.266677318,95,95,5.92E-06,0.000783474
K03727,treatmentOrder,medium,2.076224687,0.430798846,95,95,6.05E-06,0.000798141
K10545,treatmentOrder,high,0.979933359,0.19298705,95,95,6.10E-06,0.000801951
K12684,treatmentOrder,high,3.125131492,0.626716347,95,52,6.17E-06,0.000808892
K16348,treatmentOrder,high,1.955996456,0.394645189,95,95,6.31E-06,0.000824711
K07005,treatmentOrder,high,1.014398721,0.20425344,95,95,6.33E-06,0.000824883
K19591,scaledThig,scaledThig,0.374473951,0.076932052,95,95,6.50E-06,0.000844621
K01799,treatmentOrder,medium,1.077294916,0.212983984,95,95,6.59E-06,0.000854752
K16879,treatmentOrder,medium,3.438284497,0.68846263,95,89,6.72E-06,0.000868885
K06971,treatmentOrder,high,1.462080718,0.294884821,95,95,6.78E-06,0.000869336
K10187,treatmentOrder,high,-3.831389492,0.774433258,95,47,6.77E-06,0.000869336
K15733,treatmentOrder,medium,2.544685068,0.511895541,95,92,6.77E-06,0.000869336
K16876,treatmentOrder,medium,3.432731861,0.688419728,95,89,6.90E-06,0.000877779
K16877,treatmentOrder,medium,3.432731861,0.688419728,95,89,6.90E-06,0.000877779
K16878,treatmentOrder,medium,3.432731861,0.688419728,95,89,6.90E-06,0.000877779
K16880,treatmentOrder,medium,3.431975334,0.688455063,95,89,6.93E-06,0.000879631
K09129,treatmentOrder,medium,2.839069085,0.567695642,95,95,7.02E-06,0.000888006
K00183,treatmentOrder,medium,3.370458053,0.674603536,95,77,7.09E-06,0.000892445
K14585,treatmentOrder,medium,3.371897632,0.674801455,95,77,7.08E-06,0.000892445
K01623,treatmentOrder,high,1.169560055,0.235445742,95,95,7.11E-06,0.000892695
K01224,treatmentOrder,high,1.324977246,0.26993907,95,95,7.70E-06,0.000953906
K01852,treatmentOrder,high,-3.547770375,0.719543885,95,50,7.65E-06,0.000953906
K05831,treatmentOrder,high,-3.627772709,0.738762681,95,49,7.69E-06,0.000953906
K10811,treatmentOrder,high,-3.632593469,0.735332127,95,45,7.64E-06,0.000953906
K16137,treatmentOrder,high,0.378178486,0.07657015,95,95,7.71E-06,0.000953906
K09726,treatmentOrder,high,5.484760174,1.126126947,95,65,7.95E-06,0.00097647
K13655,scaledThig,scaledThig,0.605312585,0.126855671,95,95,7.92E-06,0.00097647
K18842,treatmentOrder,high,2.270620718,0.464256791,95,94,7.95E-06,0.00097647
K09153,treatmentOrder,medium,1.247142226,0.262959181,95,95,8.19E-06,0.001002802
K05828,treatmentOrder,high,-3.625973867,0.741497995,95,49,8.25E-06,0.00100294
K05829,treatmentOrder,high,-3.625973867,0.741497995,95,49,8.25E-06,0.00100294
K07503,treatmentOrder,medium,2.032934528,0.428744071,95,95,8.22E-06,0.00100294
K00121,treatmentOrder,high,0.430060602,0.087856163,95,95,8.44E-06,0.001023436
K00217,treatmentOrder,high,2.332409185,0.475052585,95,93,8.75E-06,0.001057072
K00389,treatmentOrder,high,1.39701762,0.28651746,95,95,8.77E-06,0.001057072
K18295,scaledThig,scaledThig,0.626606737,0.132770277,95,94,8.97E-06,0.001075638
K18296,scaledThig,scaledThig,0.626606737,0.132770277,95,94,8.97E-06,0.001075638
K10008,treatmentOrder,medium,2.115768947,0.430605009,95,95,9.06E-06,0.001084108
K07033,treatmentOrder,medium,3.102887254,0.65813938,95,82,9.14E-06,0.001090572
K00461,treatmentOrder,high,-3.558154868,0.730592953,95,43,9.31E-06,0.001099014
K07743,treatmentOrder,high,-3.558154868,0.730592953,95,43,9.31E-06,0.001099014
K08351,treatmentOrder,high,1.450854212,0.297990998,95,95,9.33E-06,0.001099014
K10704,treatmentOrder,high,-3.558154868,0.730592953,95,43,9.31E-06,0.001099014
K14376,treatmentOrder,high,-3.558154868,0.730592953,95,43,9.31E-06,0.001099014
K09879,treatmentOrder,medium,2.857033989,0.584016627,95,88,9.41E-06,0.001105898
K10007,treatmentOrder,medium,2.124005447,0.433356374,95,95,9.47E-06,0.001110237
K07662,scaledSpeed,scaledSpeed,-0.338470916,0.071729441,95,95,9.81E-06,0.001143821
K16319,treatmentOrder,high,1.79330846,0.373252268,95,95,9.80E-06,0.001143821
K07140,treatmentOrder,high,0.484416505,0.099837935,95,95,9.91E-06,0.001152903
K18911,treatmentOrder,high,2.69565801,0.55868422,95,93,9.98E-06,0.001158427
K15492,treatmentOrder,high,4.070705162,0.843843502,95,75,1.01E-05,0.001167544
K10006,treatmentOrder,medium,2.109199469,0.432197106,95,95,1.02E-05,0.001173363
K00180,treatmentOrder,high,-1.327549829,0.283290589,95,95,1.02E-05,0.001173422
K00511,treatmentOrder,high,-3.489065853,0.721321585,95,48,1.02E-05,0.001173422
K06287,treatmentOrder,high,-0.145355379,0.031039115,95,95,1.03E-05,0.00118522
K02575,treatmentOrder,high,0.522657281,0.111739993,95,95,1.06E-05,0.001208047
K19777,treatmentOrder,high,2.174469167,0.450792819,95,95,1.07E-05,0.001216487
K00179,treatmentOrder,high,-1.341628594,0.279250567,95,95,1.08E-05,0.001223764
K05962,treatmentOrder,high,-1.351078839,0.28969998,95,95,1.11E-05,0.001264937
K16319,treatmentOrder,medium,1.834198815,0.380219136,95,95,1.15E-05,0.00130009
K15653,treatmentOrder,high,-3.507336622,0.729923959,95,44,1.16E-05,0.001310969
K05346,treatmentOrder,high,1.928792632,0.40154434,95,95,1.16E-05,0.001311139
K01896,treatmentOrder,medium,2.789937487,0.576026347,95,95,1.19E-05,0.001334012
K19265,treatmentOrder,high,0.518868409,0.11164552,95,95,1.19E-05,0.001334012
K10819,treatmentOrder,high,1.231184819,0.265117302,95,95,1.20E-05,0.001346215
K11441,treatmentOrder,medium,1.784504162,0.370914328,95,95,1.22E-05,0.001365423
K16839,treatmentOrder,high,1.966892282,0.415107838,95,95,1.24E-05,0.001375981
K03285,treatmentOrder,low,2.997843265,0.646590849,95,35,1.24E-05,0.001376197
K12990,treatmentOrder,medium,1.986592681,0.410351609,95,95,1.25E-05,0.001382404
K10005,treatmentOrder,medium,2.100188098,0.436111085,95,95,1.26E-05,0.001390576
K01804,treatmentOrder,high,1.096610736,0.230371747,95,95,1.28E-05,0.001411607
K00633,treatmentOrder,high,1.921483344,0.41535063,95,95,1.29E-05,0.001414783
K17195,treatmentOrder,high,2.586885937,0.53732897,95,92,1.29E-05,0.001414783
K08685,scaledThig,scaledThig,0.820342745,0.177411245,95,94,1.30E-05,0.00142357
K01233,treatmentOrder,high,-3.572888469,0.749540342,95,43,1.30E-05,0.001424589
K18014,treatmentOrder,high,-3.725065323,0.778753406,95,53,1.32E-05,0.001433564
K01785,treatmentOrder,high,0.500436009,0.104401958,95,95,1.36E-05,0.001472484
K17067,treatmentOrder,medium,2.582126256,0.538251929,95,92,1.36E-05,0.001472484
K08068,treatmentOrder,medium,2.959601509,0.609873268,95,92,1.44E-05,0.001551514
K14063,treatmentOrder,high,1.925489708,0.412843041,95,95,1.44E-05,0.001551514
K10544,treatmentOrder,high,0.855733838,0.176315247,95,95,1.44E-05,0.001555598
K11441,treatmentOrder,high,1.697510796,0.361690882,95,95,1.45E-05,0.001555598
K14952,treatmentOrder,high,2.484734269,0.525747618,95,94,1.49E-05,0.001599142
K07498,treatmentOrder,medium,1.261218019,0.274929393,95,94,1.50E-05,0.001601462
K06983,treatmentOrder,medium,1.739433949,0.355093138,95,95,1.50E-05,0.001602131
K05827,treatmentOrder,high,-3.57639646,0.758776916,95,50,1.52E-05,0.001621745
K13935,treatmentOrder,high,1.434263401,0.306680102,95,95,1.53E-05,0.001625318
K03496,treatmentOrder,high,-0.200645272,0.042153305,95,95,1.56E-05,0.001652665
K04074,treatmentOrder,high,-2.589215364,0.551687375,95,92,1.56E-05,0.001652665
K02484,treatmentOrder,high,0.584200887,0.125453066,95,95,1.57E-05,0.001655237
K06906,treatmentOrder,high,1.12907297,0.237903433,95,95,1.58E-05,0.001663094
K14748,scaledThig,scaledThig,0.572895714,0.124032414,95,95,1.62E-05,0.00169257
K18092,scaledThig,scaledThig,0.572895714,0.124032414,95,95,1.62E-05,0.00169257
K13687,treatmentOrder,medium,2.544394165,0.536242194,95,93,1.64E-05,0.001716931
K07669,treatmentOrder,high,2.325344595,0.496448661,95,94,1.67E-05,0.001737384
K15755,treatmentOrder,medium,2.167962524,0.441797814,95,19,1.68E-05,0.001751375
K10921,treatmentOrder,medium,2.715844205,0.572372595,95,95,1.69E-05,0.001754056
K06977,treatmentOrder,medium,1.44947644,0.305302483,95,95,1.71E-05,0.001767658
K04101,scaledThig,scaledThig,0.336258022,0.073564444,95,95,1.72E-05,0.001775668
K01115,treatmentOrder,medium,1.865360193,0.409884249,95,94,1.72E-05,0.00177707
K08081,treatmentOrder,medium,1.774100175,0.366795331,95,95,1.73E-05,0.001777415
K02074,treatmentOrder,high,0.963226467,0.202775081,95,95,1.74E-05,0.001784009
K09386,treatmentOrder,medium,0.91015711,0.200129042,95,95,1.74E-05,0.001786366
K01713,treatmentOrder,medium,1.088156116,0.222339602,95,95,1.76E-05,0.001790809
K02525,treatmentOrder,medium,1.33297623,0.276210957,95,95,1.76E-05,0.001790809
K10543,treatmentOrder,high,0.944008898,0.199282013,95,95,1.75E-05,0.001790809
K02564,treatmentOrder,high,0.701114976,0.154584072,95,95,1.83E-05,0.001852551
K16213,treatmentOrder,high,1.988355761,0.425927163,95,95,1.83E-05,0.001852551
K01734,treatmentOrder,high,0.77250797,0.165610545,95,95,1.86E-05,0.001874766
K01746,scaledThig,scaledThig,-0.763238777,0.168422241,95,10,1.85E-05,0.001874766
K14057,treatmentOrder,high,2.34286406,0.503322578,95,93,1.86E-05,0.001877472
K01406,treatmentOrder,medium,1.371785574,0.2937956,95,95,1.93E-05,0.001930033
K05337,treatmentOrder,medium,1.393827587,0.289831912,95,95,1.92E-05,0.001930033
K07484,treatmentOrder,medium,0.954789269,0.196847227,95,95,1.93E-05,0.001930033
K09473,treatmentOrder,high,2.332590789,0.503118679,95,93,1.99E-05,0.001983061
K17754,treatmentOrder,high,2.716200658,0.601839756,95,81,1.99E-05,0.001983061
K03404,treatmentOrder,high,1.404815336,0.311509825,95,95,2.02E-05,0.002000878
K14750,scaledThig,scaledThig,0.539030848,0.118193254,95,95,2.02E-05,0.002000878
K19172,treatmentOrder,high,-3.066989068,0.656051875,95,91,2.03E-05,0.002013791
K06113,treatmentOrder,high,1.787767133,0.382900155,95,95,2.09E-05,0.002062561
K07165,scaledThig,scaledThig,0.322209315,0.071390266,95,95,2.11E-05,0.00207531
K03300,scaledThig,scaledThig,0.305394397,0.066939848,95,95,2.13E-05,0.002090389
K10677,treatmentOrder,medium,3.224500336,0.688372223,95,53,2.15E-05,0.00211254
K14751,treatmentOrder,medium,3.212470035,0.692130795,95,84,2.16E-05,0.002117132
K07125,scaledmetRate,scaledmetRate,-1.210849638,0.269656228,95,68,2.17E-05,0.002122366
K01155,treatmentOrder,medium,1.407445067,0.313528817,95,95,2.18E-05,0.00212842
K03820,treatmentOrder,high,-0.249596703,0.054083015,95,95,2.26E-05,0.002186118
K04118,treatmentOrder,medium,4.703130676,1.008011479,95,55,2.25E-05,0.002186118
K19065,treatmentOrder,medium,4.703130676,1.008011479,95,55,2.25E-05,0.002186118
K19073,treatmentOrder,medium,2.746690841,0.592166184,95,90,2.27E-05,0.00219308
K09016,treatmentOrder,high,2.289100498,0.498186311,95,93,2.31E-05,0.002228821
K15980,treatmentOrder,medium,-4.634582102,1.007209741,95,78,2.31E-05,0.002228821
K11444,scaledThig,scaledThig,0.408678093,0.090634436,95,95,2.33E-05,0.002230834
K13491,scaledThig,scaledThig,0.408082691,0.090494731,95,95,2.32E-05,0.002230834
K00118,treatmentOrder,high,-1.736509196,0.379191359,95,94,2.35E-05,0.002250218
K05977,scaledThig,scaledThig,0.709347293,0.158401032,95,94,2.36E-05,0.002252718
K13486,scaledThig,scaledThig,0.407042828,0.090378385,95,95,2.37E-05,0.002258615
K13489,scaledThig,scaledThig,0.407079946,0.09040214,95,95,2.38E-05,0.002261224
K11616,treatmentOrder,high,2.114800582,0.466790618,95,95,2.39E-05,0.002266385
K13651,scaledThig,scaledThig,0.600365552,0.133658624,95,95,2.41E-05,0.002282422
K13488,scaledThig,scaledThig,0.406500203,0.09039323,95,95,2.43E-05,0.00229048
K14481,treatmentOrder,low,2.910689998,0.652542308,95,34,2.43E-05,0.00229048
K14482,treatmentOrder,low,2.910689998,0.652542308,95,34,2.43E-05,0.00229048
K01002,treatmentOrder,high,1.310430876,0.288437648,95,95,2.49E-05,0.002342633
K00683,treatmentOrder,high,4.195193751,0.924979654,95,84,2.51E-05,0.002351846
K16092,treatmentOrder,high,-0.308142475,0.066718889,95,95,2.53E-05,0.002369949
K11616,treatmentOrder,medium,2.290657823,0.496318863,95,95,2.55E-05,0.002385506
K01130,treatmentOrder,medium,0.736533046,0.152736221,95,95,2.60E-05,0.0024203
K16444,treatmentOrder,medium,2.844960099,0.616342163,95,89,2.62E-05,0.002441414
K15975,treatmentOrder,high,1.124951547,0.247457025,95,95,2.63E-05,0.002443482
K03750,treatmentOrder,medium,0.143373779,0.032319765,95,95,2.67E-05,0.002472291
K18955,treatmentOrder,medium,2.100223444,0.459490628,95,95,2.80E-05,0.002593192
K05602,treatmentOrder,medium,1.966141316,0.430072975,95,95,2.84E-05,0.002618794
K12437,treatmentOrder,medium,2.478333773,0.540655026,95,93,2.85E-05,0.002625259
K16168,treatmentOrder,high,1.897172746,0.414259597,95,95,2.86E-05,0.002628261
K12428,treatmentOrder,medium,2.475288381,0.540530672,95,93,2.89E-05,0.002656067
K14979,scaledSpeed,scaledSpeed,-0.552476263,0.123221035,95,95,2.92E-05,0.002670791
K13640,treatmentOrder,medium,1.870837796,0.424491006,95,95,2.98E-05,0.002718914
K18072,treatmentOrder,medium,1.710810505,0.368363213,95,95,2.99E-05,0.002729552
K16080,treatmentOrder,medium,3.171970252,0.689384016,95,92,3.00E-05,0.002730819
K00221,treatmentOrder,low,2.885237231,0.655253566,95,44,3.02E-05,0.002744129
K08372,treatmentOrder,medium,1.982310267,0.450389033,95,95,3.04E-05,0.002758536
K01725,treatmentOrder,medium,0.986098368,0.214042384,95,95,3.05E-05,0.002760323
K07506,treatmentOrder,high,0.463797697,0.103181322,95,95,3.08E-05,0.002782828
K05977,treatmentOrder,high,-2.15285464,0.476082804,95,94,3.09E-05,0.002783042
K07453,treatmentOrder,high,2.031982125,0.454025321,95,95,3.13E-05,0.002818431
K06175,treatmentOrder,high,-0.682651736,0.151237989,95,95,3.17E-05,0.002839977
K07217,treatmentOrder,high,1.101328853,0.2434908,95,95,3.17E-05,0.002839977
K12349,treatmentOrder,high,-2.076529598,0.462202466,95,94,3.17E-05,0.002839977
K07009,treatmentOrder,medium,1.95865219,0.432768862,95,95,3.31E-05,0.002951702
K01706,treatmentOrder,high,0.911811335,0.202123754,95,95,3.33E-05,0.002961951
K09004,treatmentOrder,high,1.145529465,0.256830672,95,95,3.33E-05,0.002961951
K16557,treatmentOrder,medium,1.434739476,0.315294736,95,95,3.35E-05,0.002972699
K13490,scaledThig,scaledThig,0.388827895,0.088236601,95,95,3.43E-05,0.003042729
K16649,treatmentOrder,medium,2.288375628,0.503254741,95,94,3.46E-05,0.003062187
K11477,treatmentOrder,medium,1.450148495,0.319742877,95,95,3.50E-05,0.003088851
K07656,treatmentOrder,medium,2.577960752,0.566529379,95,88,3.60E-05,0.00315768
K07672,treatmentOrder,medium,2.577960752,0.566529379,95,88,3.60E-05,0.00315768
K16870,treatmentOrder,medium,2.440091484,0.543590508,95,93,3.60E-05,0.00315768
K19548,treatmentOrder,medium,2.644391028,0.577753013,95,91,3.60E-05,0.00315768
K07090,scaledThig,scaledThig,0.093775115,0.021499953,95,95,3.61E-05,0.003157989
K18308,scaledThig,scaledThig,0.660802664,0.151723093,95,95,3.65E-05,0.003184785
K05364,treatmentOrder,medium,1.857671053,0.427020142,95,95,3.68E-05,0.003209317
K04100,scaledThig,scaledThig,0.334896964,0.07678183,95,95,3.71E-05,0.003216083
K15737,scaledSpeed,scaledSpeed,-0.524741711,0.118855475,95,95,3.70E-05,0.003216083
K09684,treatmentOrder,medium,1.777575648,0.391957141,95,94,3.77E-05,0.003261559
K13487,scaledThig,scaledThig,0.401641124,0.091928778,95,95,3.85E-05,0.003329651
K14949,treatmentOrder,medium,2.528032264,0.565256988,95,93,3.87E-05,0.003338944
K00598,treatmentOrder,high,0.767745312,0.173150637,95,95,3.96E-05,0.003412092
K00133,treatmentOrder,high,-0.143586846,0.033184584,95,95,4.02E-05,0.003457163
K18917,treatmentOrder,medium,2.241312454,0.499790566,95,95,4.04E-05,0.003470411
K02484,scaledSpeed,scaledSpeed,-0.135097035,0.03056952,95,95,4.08E-05,0.003497269
K07255,treatmentOrder,low,2.849420118,0.659535124,95,38,4.12E-05,0.003523322
K01421,treatmentOrder,medium,1.545649047,0.357826638,95,95,4.13E-05,0.003524999
K06991,treatmentOrder,medium,0.845536451,0.188954378,95,95,4.17E-05,0.003524999
K08194,treatmentOrder,high,1.560881753,0.35407141,95,95,4.18E-05,0.003524999
K16242,scaledThig,scaledThig,0.458933398,0.105195672,95,95,4.18E-05,0.003524999
K16243,scaledThig,scaledThig,0.458992038,0.105212198,95,95,4.18E-05,0.003524999
K16244,scaledThig,scaledThig,0.458958221,0.1052006,95,95,4.18E-05,0.003524999
K16245,scaledThig,scaledThig,0.458933398,0.105195672,95,95,4.18E-05,0.003524999
K16246,scaledThig,scaledThig,0.458977002,0.105184178,95,95,4.17E-05,0.003524999
K06151,treatmentOrder,high,1.332344051,0.30351469,95,95,4.28E-05,0.00358814
K08721,scaledThig,scaledThig,0.602625737,0.139806854,95,94,4.28E-05,0.00358814
K18070,treatmentOrder,medium,3.325706954,0.750174479,95,83,4.27E-05,0.00358814
K15735,scaledSpeed,scaledSpeed,-0.521798685,0.119341046,95,95,4.30E-05,0.003597038
K12151,treatmentOrder,high,2.056393255,0.465815051,95,94,4.35E-05,0.003629381
K02442,scaledThig,scaledThig,0.431268217,0.099250789,95,95,4.39E-05,0.003654864
K06994,treatmentOrder,medium,2.065125224,0.464497708,95,95,4.43E-05,0.003679538
K16249,scaledThig,scaledThig,0.458114969,0.105374655,95,95,4.42E-05,0.003679538
K18937,treatmentOrder,medium,2.982012519,0.668215398,95,87,4.47E-05,0.003704353
K08085,treatmentOrder,high,1.513641029,0.342461072,95,95,4.55E-05,0.003762343
K08363,treatmentOrder,high,-0.924599836,0.215416405,95,95,4.58E-05,0.003780786
K00266,treatmentOrder,high,0.145197742,0.033875033,95,95,4.68E-05,0.003857307
K18775,treatmentOrder,medium,2.75489958,0.642892091,95,83,4.70E-05,0.003866357
K03225,scaledSpeed,scaledSpeed,-0.410104373,0.094388701,95,95,4.71E-05,0.003866654
K00853,treatmentOrder,high,1.000551318,0.228071316,95,95,4.79E-05,0.003914291
K11533,treatmentOrder,medium,2.431811501,0.54956471,95,93,4.78E-05,0.003914291
K18307,scaledThig,scaledThig,0.487406375,0.113188256,95,95,4.79E-05,0.003914291
K11249,scaledThig,scaledThig,-0.59988083,0.138917915,95,95,4.82E-05,0.003931494
K17214,treatmentOrder,high,1.314420972,0.296022554,95,95,4.87E-05,0.003969438
K10843,treatmentOrder,medium,2.028029466,0.460587149,95,95,4.88E-05,0.003969657
K15916,treatmentOrder,high,-3.668707508,0.836295003,95,58,4.99E-05,0.004048818
K16647,treatmentOrder,medium,2.426596117,0.550077385,95,93,5.00E-05,0.004049354
K17723,treatmentOrder,high,0.879299576,0.198558677,95,95,5.01E-05,0.004053303
K18369,treatmentOrder,high,1.689776693,0.387608723,95,95,5.03E-05,0.004063286
